Name,RollNumber,Branch,Year,CurrentCourse,Course1,Grade1,Course2,Grade2
Neha Mishra,PhD22598,CSAM,2021,888,OOPD,8,523,9
Kunal Mishra,MT22599,CSD,2022,GAME,202,9,AI,10
Shruti Mishra,MT22600,CSB,2023,1111,OS,10,702,6
Aarav Pandey,2021009,CS,2020,OOPD,401,6,NLP,7
Vivaan Pandey,MT23002,ECE,2021,202,DBMS,7,920,8
Aditya Pandey,MT23003,CSAM,2022,OS,601,8,SEC,9
Vihaan Pandey,PhD23004,CSD,2023,401,ML,9,111,10
Arjun Pandey,MT23005,CSB,2020,DBMS,815,10,COA,6
Sai Pandey,MT23006,CSE,2021,601,CV,6,333,7
Arnav Pandey,PhD23007,ECE,2022,ML,1005,7,WEB,8
Ayaan Pandey,MT23008,CSAM,2023,815,TOC,8,555,9
Krishna Pandey,MT23009,CSD,2020,CV,222,9,CLOUD,10
Ishaan Pandey,PhD23010,CSB,2021,1005,ALGO,10,777,6
Shaurya Pandey,MT23011,CSE,2022,TOC,444,6,CYBER,7
Atharv Pandey,MT23012,ECE,2023,222,MOBILE,7,999,8
Advik Pandey,PhD23013,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Pandey,MT23014,CSD,2021,444,IOT,9,101,10
Reyansh Pandey,MT23015,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Pandey,PhD23016,CSE,2023,666,GAME,6,303,7
Diya Pandey,MT23017,ECE,2020,IOT,1111,7,CN,8
Saanvi Pandey,MT23018,CSAM,2021,888,OOPD,8,523,9
Ananya Pandey,PhD23019,CSD,2022,GAME,202,9,AI,10
Pari Pandey,MT23020,CSB,2023,1111,OS,10,702,6
Navya Pandey,MT23021,CSE,2020,OOPD,401,6,NLP,7
Angel Pandey,PhD23022,ECE,2021,202,DBMS,7,920,8
Ira Pandey,MT23023,CSAM,2022,OS,601,8,SEC,9
Prisha Pandey,MT23024,CSD,2023,401,ML,9,111,10
Anaya Pandey,PhD23025,CSB,2020,DBMS,815,10,COA,6
Ravi Pandey,MT23026,CSE,2021,601,CV,6,333,7
Priya Pandey,MT23027,ECE,2022,ML,1005,7,WEB,8
Amit Pandey,PhD23028,CSAM,2023,815,TOC,8,555,9
Sneha Pandey,MT23029,CSD,2020,CV,222,9,CLOUD,10
Karan Pandey,MT23030,CSB,2021,1005,ALGO,10,777,6
Nisha Pandey,PhD23031,CSE,2022,TOC,444,6,CYBER,7
Rahul Pandey,MT23032,ECE,2023,222,MOBILE,7,999,8
Divya Pandey,MT23033,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Pandey,PhD23034,CSD,2021,444,IOT,9,101,10
Rohan Pandey,MT23035,CSB,2022,MOBILE,888,10,DSA,6
Anjali Pandey,MT23036,CSE,2023,666,GAME,6,303,7
Vikram Pandey,PhD23037,ECE,2020,IOT,1111,7,CN,8
Pooja Pandey,MT23038,CSAM,2021,888,OOPD,8,523,9
Aryan Pandey,MT23039,CSD,2022,GAME,202,9,AI,10
Kavya Pandey,PhD23040,CSB,2023,1111,OS,10,702,6
Aakash Pandey,MT23041,CSE,2020,OOPD,401,6,NLP,7
Simran Pandey,MT23042,ECE,2021,202,DBMS,7,920,8
Varun Pandey,PhD23043,CSAM,2022,OS,601,8,SEC,9
Tanvi Pandey,MT23044,CSD,2023,401,ML,9,111,10
Nikhil Pandey,MT23045,CSB,2020,DBMS,815,10,COA,6
Ritu Pandey,PhD23046,CSE,2021,601,CV,6,333,7
Siddharth Pandey,MT23047,ECE,2022,ML,1005,7,WEB,8
Neha Pandey,MT23048,CSAM,2023,815,TOC,8,555,9
Kunal Pandey,PhD23049,CSD,2020,CV,222,9,CLOUD,10
Shruti Pandey,MT23050,CSB,2021,1005,ALGO,10,777,6
Aarav Tiwari,MT23051,CSE,2022,TOC,444,6,CYBER,7
Vivaan Tiwari,PhD23052,ECE,2023,222,MOBILE,7,999,8
Aditya Tiwari,MT23053,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Tiwari,MT23054,CSD,2021,444,IOT,9,101,10
Arjun Tiwari,PhD23055,CSB,2022,MOBILE,888,10,DSA,6
Sai Tiwari,MT23056,CSE,2023,666,GAME,6,303,7
Arnav Tiwari,MT23057,ECE,2020,IOT,1111,7,CN,8
Ayaan Tiwari,PhD23058,CSAM,2021,888,OOPD,8,523,9
Krishna Tiwari,MT23059,CSD,2022,GAME,202,9,AI,10
Ishaan Tiwari,MT23060,CSB,2023,1111,OS,10,702,6
Shaurya Tiwari,PhD23061,CSE,2020,OOPD,401,6,NLP,7
Atharv Tiwari,MT23062,ECE,2021,202,DBMS,7,920,8
Advik Tiwari,MT23063,CSAM,2022,OS,601,8,SEC,9
Pranav Tiwari,PhD23064,CSD,2023,401,ML,9,111,10
Reyansh Tiwari,MT23065,CSB,2020,DBMS,815,10,COA,6
Aaradhya Tiwari,MT23066,CSE,2021,601,CV,6,333,7
Diya Tiwari,PhD23067,ECE,2022,ML,1005,7,WEB,8
Saanvi Tiwari,MT23068,CSAM,2023,815,TOC,8,555,9
Ananya Tiwari,MT23069,CSD,2020,CV,222,9,CLOUD,10
Pari Tiwari,PhD23070,CSB,2021,1005,ALGO,10,777,6
Navya Tiwari,MT23071,CSE,2022,TOC,444,6,CYBER,7
Angel Tiwari,MT23072,ECE,2023,222,MOBILE,7,999,8
Ira Tiwari,PhD23073,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Tiwari,MT23074,CSD,2021,444,IOT,9,101,10
Anaya Tiwari,MT23075,CSB,2022,MOBILE,888,10,DSA,6
Ravi Tiwari,PhD23076,CSE,2023,666,GAME,6,303,7
Priya Tiwari,MT23077,ECE,2020,IOT,1111,7,CN,8
Amit Tiwari,MT23078,CSAM,2021,888,OOPD,8,523,9
Sneha Tiwari,PhD23079,CSD,2022,GAME,202,9,AI,10
Karan Tiwari,MT23080,CSB,2023,1111,OS,10,702,6
Nisha Tiwari,MT23081,CSE,2020,OOPD,401,6,NLP,7
Rahul Tiwari,PhD23082,ECE,2021,202,DBMS,7,920,8
Divya Tiwari,MT23083,CSAM,2022,OS,601,8,SEC,9
Meera Tiwari,MT23084,CSD,2023,401,ML,9,111,10
Rohan Tiwari,PhD23085,CSB,2020,DBMS,815,10,COA,6
Anjali Tiwari,MT23086,CSE,2021,601,CV,6,333,7
Vikram Tiwari,MT23087,ECE,2022,ML,1005,7,WEB,8
Pooja Tiwari,PhD23088,CSAM,2023,815,TOC,8,555,9
Aryan Tiwari,MT23089,CSD,2020,CV,222,9,CLOUD,10
Kavya Tiwari,MT23090,CSB,2021,1005,ALGO,10,777,6
Aakash Tiwari,PhD23091,CSE,2022,TOC,444,6,CYBER,7
Simran Tiwari,MT23092,ECE,2023,222,MOBILE,7,999,8
Varun Tiwari,MT23093,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Tiwari,PhD23094,CSD,2021,444,IOT,9,101,10
Nikhil Tiwari,MT23095,CSB,2022,MOBILE,888,10,DSA,6
Ritu Tiwari,MT23096,CSE,2023,666,GAME,6,303,7
Siddharth Tiwari,PhD23097,ECE,2020,IOT,1111,7,CN,8
Neha Tiwari,MT23098,CSAM,2021,888,OOPD,8,523,9
Kunal Tiwari,MT23099,CSD,2022,GAME,202,9,AI,10
Shruti Tiwari,PhD23100,CSB,2023,1111,OS,10,702,6
Aarav Chauhan,MT23101,CSE,2020,OOPD,401,6,NLP,7
Vivaan Chauhan,MT23102,ECE,2021,202,DBMS,7,920,8
Aditya Chauhan,PhD23103,CSAM,2022,OS,601,8,SEC,9
Vihaan Chauhan,MT23104,CSD,2023,401,ML,9,111,10
Arjun Chauhan,MT23105,CSB,2020,DBMS,815,10,COA,6
Sai Chauhan,PhD23106,CSE,2021,601,CV,6,333,7
Arnav Chauhan,MT23107,ECE,2022,ML,1005,7,WEB,8
Ayaan Chauhan,MT23108,CSAM,2023,815,TOC,8,555,9
Krishna Chauhan,PhD23109,CSD,2020,CV,222,9,CLOUD,10
Ishaan Chauhan,MT23110,CSB,2021,1005,ALGO,10,777,6
Shaurya Chauhan,MT23111,CSE,2022,TOC,444,6,CYBER,7
Atharv Chauhan,PhD23112,ECE,2023,222,MOBILE,7,999,8
Advik Chauhan,MT23113,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Chauhan,MT23114,CSD,2021,444,IOT,9,101,10
Reyansh Chauhan,PhD23115,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Chauhan,MT23116,CSE,2023,666,GAME,6,303,7
Diya Chauhan,MT23117,ECE,2020,IOT,1111,7,CN,8
Saanvi Chauhan,PhD23118,CSAM,2021,888,OOPD,8,523,9
Ananya Chauhan,MT23119,CSD,2022,GAME,202,9,AI,10
Pari Chauhan,MT23120,CSB,2023,1111,OS,10,702,6
Navya Chauhan,PhD23121,CSE,2020,OOPD,401,6,NLP,7
Angel Chauhan,MT23122,ECE,2021,202,DBMS,7,920,8
Ira Chauhan,MT23123,CSAM,2022,OS,601,8,SEC,9
Prisha Chauhan,PhD23124,CSD,2023,401,ML,9,111,10
Anaya Chauhan,MT23125,CSB,2020,DBMS,815,10,COA,6
Ravi Chauhan,MT23126,CSE,2021,601,CV,6,333,7
Priya Chauhan,PhD23127,ECE,2022,ML,1005,7,WEB,8
Amit Chauhan,MT23128,CSAM,2023,815,TOC,8,555,9
Sneha Chauhan,MT23129,CSD,2020,CV,222,9,CLOUD,10
Karan Chauhan,PhD23130,CSB,2021,1005,ALGO,10,777,6
Nisha Chauhan,MT23131,CSE,2022,TOC,444,6,CYBER,7
Rahul Chauhan,MT23132,ECE,2023,222,MOBILE,7,999,8
Divya Chauhan,PhD23133,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Chauhan,MT23134,CSD,2021,444,IOT,9,101,10
Rohan Chauhan,MT23135,CSB,2022,MOBILE,888,10,DSA,6
Anjali Chauhan,PhD23136,CSE,2023,666,GAME,6,303,7
Vikram Chauhan,MT23137,ECE,2020,IOT,1111,7,CN,8
Pooja Chauhan,MT23138,CSAM,2021,888,OOPD,8,523,9
Aryan Chauhan,PhD23139,CSD,2022,GAME,202,9,AI,10
Kavya Chauhan,MT23140,CSB,2023,1111,OS,10,702,6
Aakash Chauhan,MT23141,CSE,2020,OOPD,401,6,NLP,7
Simran Chauhan,PhD23142,ECE,2021,202,DBMS,7,920,8
Varun Chauhan,MT23143,CSAM,2022,OS,601,8,SEC,9
Tanvi Chauhan,MT23144,CSD,2023,401,ML,9,111,10
Nikhil Chauhan,PhD23145,CSB,2020,DBMS,815,10,COA,6
Ritu Chauhan,MT23146,CSE,2021,601,CV,6,333,7
Siddharth Chauhan,MT23147,ECE,2022,ML,1005,7,WEB,8
Neha Chauhan,PhD23148,CSAM,2023,815,TOC,8,555,9
Kunal Chauhan,MT23149,CSD,2020,CV,222,9,CLOUD,10
Shruti Chauhan,MT23150,CSB,2021,1005,ALGO,10,777,6
Aarav Rajput,2021010,CS,2022,TOC,444,6,CYBER,7
Vivaan Rajput,MT23152,ECE,2023,222,MOBILE,7,999,8
Aditya Rajput,MT23153,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Rajput,PhD23154,CSD,2021,444,IOT,9,101,10
Arjun Rajput,MT23155,CSB,2022,MOBILE,888,10,DSA,6
Sai Rajput,MT23156,CSE,2023,666,GAME,6,303,7
Arnav Rajput,PhD23157,ECE,2020,IOT,1111,7,CN,8
Ayaan Rajput,MT23158,CSAM,2021,888,OOPD,8,523,9
Krishna Rajput,MT23159,CSD,2022,GAME,202,9,AI,10
Ishaan Rajput,PhD23160,CSB,2023,1111,OS,10,702,6
Shaurya Rajput,MT23161,CSE,2020,OOPD,401,6,NLP,7
Atharv Rajput,MT23162,ECE,2021,202,DBMS,7,920,8
Advik Rajput,PhD23163,CSAM,2022,OS,601,8,SEC,9
Pranav Rajput,MT23164,CSD,2023,401,ML,9,111,10
Reyansh Rajput,MT23165,CSB,2020,DBMS,815,10,COA,6
Aaradhya Rajput,PhD23166,CSE,2021,601,CV,6,333,7
Diya Rajput,MT23167,ECE,2022,ML,1005,7,WEB,8
Saanvi Rajput,MT23168,CSAM,2023,815,TOC,8,555,9
Ananya Rajput,PhD23169,CSD,2020,CV,222,9,CLOUD,10
Pari Rajput,MT23170,CSB,2021,1005,ALGO,10,777,6
Navya Rajput,MT23171,CSE,2022,TOC,444,6,CYBER,7
Angel Rajput,PhD23172,ECE,2023,222,MOBILE,7,999,8
Ira Rajput,MT23173,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Rajput,MT23174,CSD,2021,444,IOT,9,101,10
Anaya Rajput,PhD23175,CSB,2022,MOBILE,888,10,DSA,6
Ravi Rajput,MT23176,CSE,2023,666,GAME,6,303,7
Priya Rajput,MT23177,ECE,2020,IOT,1111,7,CN,8
Amit Rajput,PhD23178,CSAM,2021,888,OOPD,8,523,9
Sneha Rajput,MT23179,CSD,2022,GAME,202,9,AI,10
Karan Rajput,MT23180,CSB,2023,1111,OS,10,702,6
Nisha Rajput,PhD23181,CSE,2020,OOPD,401,6,NLP,7
Rahul Rajput,MT23182,ECE,2021,202,DBMS,7,920,8
Divya Rajput,MT23183,CSAM,2022,OS,601,8,SEC,9
Meera Rajput,PhD23184,CSD,2023,401,ML,9,111,10
Rohan Rajput,MT23185,CSB,2020,DBMS,815,10,COA,6
Anjali Rajput,MT23186,CSE,2021,601,CV,6,333,7
Vikram Rajput,PhD23187,ECE,2022,ML,1005,7,WEB,8
Pooja Rajput,MT23188,CSAM,2023,815,TOC,8,555,9
Aryan Rajput,MT23189,CSD,2020,CV,222,9,CLOUD,10
Kavya Rajput,PhD23190,CSB,2021,1005,ALGO,10,777,6
Aakash Rajput,MT23191,CSE,2022,TOC,444,6,CYBER,7
Simran Rajput,MT23192,ECE,2023,222,MOBILE,7,999,8
Varun Rajput,PhD23193,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Rajput,MT23194,CSD,2021,444,IOT,9,101,10
Nikhil Rajput,MT23195,CSB,2022,MOBILE,888,10,DSA,6
Ritu Rajput,PhD23196,CSE,2023,666,GAME,6,303,7
Siddharth Rajput,MT23197,ECE,2020,IOT,1111,7,CN,8
Neha Rajput,MT23198,CSAM,2021,888,OOPD,8,523,9
Kunal Rajput,PhD23199,CSD,2022,GAME,202,9,AI,10
Shruti Rajput,MT23200,CSB,2023,1111,OS,10,702,6
Aarav Thakur,MT23201,CSE,2020,OOPD,401,6,NLP,7
Vivaan Thakur,PhD23202,ECE,2021,202,DBMS,7,920,8
Aditya Thakur,MT23203,CSAM,2022,OS,601,8,SEC,9
Vihaan Thakur,MT23204,CSD,2023,401,ML,9,111,10
Arjun Thakur,PhD23205,CSB,2020,DBMS,815,10,COA,6
Sai Thakur,MT23206,CSE,2021,601,CV,6,333,7
Arnav Thakur,MT23207,ECE,2022,ML,1005,7,WEB,8
Ayaan Thakur,PhD23208,CSAM,2023,815,TOC,8,555,9
Krishna Thakur,MT23209,CSD,2020,CV,222,9,CLOUD,10
Ishaan Thakur,MT23210,CSB,2021,1005,ALGO,10,777,6
Shaurya Thakur,PhD23211,CSE,2022,TOC,444,6,CYBER,7
Atharv Thakur,MT23212,ECE,2023,222,MOBILE,7,999,8
Advik Thakur,MT23213,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Thakur,PhD23214,CSD,2021,444,IOT,9,101,10
Reyansh Thakur,MT23215,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Thakur,MT23216,CSE,2023,666,GAME,6,303,7
Diya Thakur,PhD23217,ECE,2020,IOT,1111,7,CN,8
Saanvi Thakur,MT23218,CSAM,2021,888,OOPD,8,523,9
Ananya Thakur,MT23219,CSD,2022,GAME,202,9,AI,10
Pari Thakur,PhD23220,CSB,2023,1111,OS,10,702,6
Navya Thakur,MT23221,CSE,2020,OOPD,401,6,NLP,7
Angel Thakur,MT23222,ECE,2021,202,DBMS,7,920,8
Ira Thakur,PhD23223,CSAM,2022,OS,601,8,SEC,9
Prisha Thakur,MT23224,CSD,2023,401,ML,9,111,10
Anaya Thakur,MT23225,CSB,2020,DBMS,815,10,COA,6
Ravi Thakur,PhD23226,CSE,2021,601,CV,6,333,7
Priya Thakur,MT23227,ECE,2022,ML,1005,7,WEB,8
Amit Thakur,MT23228,CSAM,2023,815,TOC,8,555,9
Sneha Thakur,PhD23229,CSD,2020,CV,222,9,CLOUD,10
Karan Thakur,MT23230,CSB,2021,1005,ALGO,10,777,6
Nisha Thakur,MT23231,CSE,2022,TOC,444,6,CYBER,7
Rahul Thakur,PhD23232,ECE,2023,222,MOBILE,7,999,8
Divya Thakur,MT23233,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Thakur,MT23234,CSD,2021,444,IOT,9,101,10
Rohan Thakur,PhD23235,CSB,2022,MOBILE,888,10,DSA,6
Anjali Thakur,MT23236,CSE,2023,666,GAME,6,303,7
Vikram Thakur,MT23237,ECE,2020,IOT,1111,7,CN,8
Pooja Thakur,PhD23238,CSAM,2021,888,OOPD,8,523,9
Aryan Thakur,MT23239,CSD,2022,GAME,202,9,AI,10
Kavya Thakur,MT23240,CSB,2023,1111,OS,10,702,6
Aakash Thakur,PhD23241,CSE,2020,OOPD,401,6,NLP,7
Simran Thakur,MT23242,ECE,2021,202,DBMS,7,920,8
Varun Thakur,MT23243,CSAM,2022,OS,601,8,SEC,9
Tanvi Thakur,PhD23244,CSD,2023,401,ML,9,111,10
Nikhil Thakur,MT23245,CSB,2020,DBMS,815,10,COA,6
Ritu Thakur,MT23246,CSE,2021,601,CV,6,333,7
Siddharth Thakur,PhD23247,ECE,2022,ML,1005,7,WEB,8
Neha Thakur,MT23248,CSAM,2023,815,TOC,8,555,9
Kunal Thakur,MT23249,CSD,2020,CV,222,9,CLOUD,10
Shruti Thakur,PhD23250,CSB,2021,1005,ALGO,10,777,6
Aarav Rathore,MT23251,CSE,2022,TOC,444,6,CYBER,7
Vivaan Rathore,MT23252,ECE,2023,222,MOBILE,7,999,8
Aditya Rathore,PhD23253,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Rathore,MT23254,CSD,2021,444,IOT,9,101,10
Arjun Rathore,MT23255,CSB,2022,MOBILE,888,10,DSA,6
Sai Rathore,PhD23256,CSE,2023,666,GAME,6,303,7
Arnav Rathore,MT23257,ECE,2020,IOT,1111,7,CN,8
Ayaan Rathore,MT23258,CSAM,2021,888,OOPD,8,523,9
Krishna Rathore,PhD23259,CSD,2022,GAME,202,9,AI,10
Ishaan Rathore,MT23260,CSB,2023,1111,OS,10,702,6
Shaurya Rathore,MT23261,CSE,2020,OOPD,401,6,NLP,7
Atharv Rathore,PhD23262,ECE,2021,202,DBMS,7,920,8
Advik Rathore,MT23263,CSAM,2022,OS,601,8,SEC,9
Pranav Rathore,MT23264,CSD,2023,401,ML,9,111,10
Reyansh Rathore,PhD23265,CSB,2020,DBMS,815,10,COA,6
Aaradhya Rathore,MT23266,CSE,2021,601,CV,6,333,7
Diya Rathore,MT23267,ECE,2022,ML,1005,7,WEB,8
Saanvi Rathore,PhD23268,CSAM,2023,815,TOC,8,555,9
Ananya Rathore,MT23269,CSD,2020,CV,222,9,CLOUD,10
Pari Rathore,MT23270,CSB,2021,1005,ALGO,10,777,6
Navya Rathore,PhD23271,CSE,2022,TOC,444,6,CYBER,7
Angel Rathore,MT23272,ECE,2023,222,MOBILE,7,999,8
Ira Rathore,MT23273,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Rathore,PhD23274,CSD,2021,444,IOT,9,101,10
Anaya Rathore,MT23275,CSB,2022,MOBILE,888,10,DSA,6
Ravi Rathore,MT23276,CSE,2023,666,GAME,6,303,7
Priya Rathore,PhD23277,ECE,2020,IOT,1111,7,CN,8
Amit Rathore,MT23278,CSAM,2021,888,OOPD,8,523,9
Sneha Rathore,MT23279,CSD,2022,GAME,202,9,AI,10
Karan Rathore,PhD23280,CSB,2023,1111,OS,10,702,6
Nisha Rathore,MT23281,CSE,2020,OOPD,401,6,NLP,7
Rahul Rathore,MT23282,ECE,2021,202,DBMS,7,920,8
Divya Rathore,PhD23283,CSAM,2022,OS,601,8,SEC,9
Meera Rathore,MT23284,CSD,2023,401,ML,9,111,10
Rohan Rathore,MT23285,CSB,2020,DBMS,815,10,COA,6
Anjali Rathore,PhD23286,CSE,2021,601,CV,6,333,7
Vikram Rathore,MT23287,ECE,2022,ML,1005,7,WEB,8
Pooja Rathore,MT23288,CSAM,2023,815,TOC,8,555,9
Aryan Rathore,PhD23289,CSD,2020,CV,222,9,CLOUD,10
Kavya Rathore,MT23290,CSB,2021,1005,ALGO,10,777,6
Aakash Rathore,MT23291,CSE,2022,TOC,444,6,CYBER,7
Simran Rathore,PhD23292,ECE,2023,222,MOBILE,7,999,8
Varun Rathore,MT23293,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Rathore,MT23294,CSD,2021,444,IOT,9,101,10
Nikhil Rathore,PhD23295,CSB,2022,MOBILE,888,10,DSA,6
Ritu Rathore,MT23296,CSE,2023,666,GAME,6,303,7
Siddharth Rathore,MT23297,ECE,2020,IOT,1111,7,CN,8
Neha Rathore,PhD23298,CSAM,2021,888,OOPD,8,523,9
Kunal Rathore,MT23299,CSD,2022,GAME,202,9,AI,10
Shruti Rathore,MT23300,CSB,2023,1111,OS,10,702,6
Aarav Joshi,2021011,CS,2020,OOPD,401,6,NLP,7
Vivaan Joshi,MT23302,ECE,2021,202,DBMS,7,920,8
Aditya Joshi,MT23303,CSAM,2022,OS,601,8,SEC,9
Vihaan Joshi,PhD23304,CSD,2023,401,ML,9,111,10
Arjun Joshi,MT23305,CSB,2020,DBMS,815,10,COA,6
Sai Joshi,MT23306,CSE,2021,601,CV,6,333,7
Arnav Joshi,PhD23307,ECE,2022,ML,1005,7,WEB,8
Ayaan Joshi,MT23308,CSAM,2023,815,TOC,8,555,9
Krishna Joshi,MT23309,CSD,2020,CV,222,9,CLOUD,10
Ishaan Joshi,PhD23310,CSB,2021,1005,ALGO,10,777,6
Shaurya Joshi,MT23311,CSE,2022,TOC,444,6,CYBER,7
Atharv Joshi,MT23312,ECE,2023,222,MOBILE,7,999,8
Advik Joshi,PhD23313,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Joshi,MT23314,CSD,2021,444,IOT,9,101,10
Reyansh Joshi,MT23315,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Joshi,PhD23316,CSE,2023,666,GAME,6,303,7
Diya Joshi,MT23317,ECE,2020,IOT,1111,7,CN,8
Saanvi Joshi,MT23318,CSAM,2021,888,OOPD,8,523,9
Ananya Joshi,PhD23319,CSD,2022,GAME,202,9,AI,10
Pari Joshi,MT23320,CSB,2023,1111,OS,10,702,6
Navya Joshi,MT23321,CSE,2020,OOPD,401,6,NLP,7
Angel Joshi,PhD23322,ECE,2021,202,DBMS,7,920,8
Ira Joshi,MT23323,CSAM,2022,OS,601,8,SEC,9
Prisha Joshi,MT23324,CSD,2023,401,ML,9,111,10
Anaya Joshi,PhD23325,CSB,2020,DBMS,815,10,COA,6
Ravi Joshi,MT23326,CSE,2021,601,CV,6,333,7
Priya Joshi,MT23327,ECE,2022,ML,1005,7,WEB,8
Amit Joshi,PhD23328,CSAM,2023,815,TOC,8,555,9
Sneha Joshi,MT23329,CSD,2020,CV,222,9,CLOUD,10
Karan Joshi,MT23330,CSB,2021,1005,ALGO,10,777,6
Nisha Joshi,PhD23331,CSE,2022,TOC,444,6,CYBER,7
Rahul Joshi,MT23332,ECE,2023,222,MOBILE,7,999,8
Divya Joshi,MT23333,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Joshi,PhD23334,CSD,2021,444,IOT,9,101,10
Rohan Joshi,MT23335,CSB,2022,MOBILE,888,10,DSA,6
Anjali Joshi,MT23336,CSE,2023,666,GAME,6,303,7
Vikram Joshi,PhD23337,ECE,2020,IOT,1111,7,CN,8
Pooja Joshi,MT23338,CSAM,2021,888,OOPD,8,523,9
Aryan Joshi,MT23339,CSD,2022,GAME,202,9,AI,10
Kavya Joshi,PhD23340,CSB,2023,1111,OS,10,702,6
Aakash Joshi,MT23341,CSE,2020,OOPD,401,6,NLP,7
Simran Joshi,MT23342,ECE,2021,202,DBMS,7,920,8
Varun Joshi,PhD23343,CSAM,2022,OS,601,8,SEC,9
Tanvi Joshi,MT23344,CSD,2023,401,ML,9,111,10
Nikhil Joshi,MT23345,CSB,2020,DBMS,815,10,COA,6
Ritu Joshi,PhD23346,CSE,2021,601,CV,6,333,7
Siddharth Joshi,MT23347,ECE,2022,ML,1005,7,WEB,8
Neha Joshi,MT23348,CSAM,2023,815,TOC,8,555,9
Kunal Joshi,PhD23349,CSD,2020,CV,222,9,CLOUD,10
Shruti Joshi,MT23350,CSB,2021,1005,ALGO,10,777,6
Aarav Kulkarni,MT23351,CSE,2022,TOC,444,6,CYBER,7
Vivaan Kulkarni,PhD23352,ECE,2023,222,MOBILE,7,999,8
Aditya Kulkarni,MT23353,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Kulkarni,MT23354,CSD,2021,444,IOT,9,101,10
Arjun Kulkarni,PhD23355,CSB,2022,MOBILE,888,10,DSA,6
Sai Kulkarni,MT23356,CSE,2023,666,GAME,6,303,7
Arnav Kulkarni,MT23357,ECE,2020,IOT,1111,7,CN,8
Ayaan Kulkarni,PhD23358,CSAM,2021,888,OOPD,8,523,9
Krishna Kulkarni,MT23359,CSD,2022,GAME,202,9,AI,10
Ishaan Kulkarni,MT23360,CSB,2023,1111,OS,10,702,6
Shaurya Kulkarni,PhD23361,CSE,2020,OOPD,401,6,NLP,7
Atharv Kulkarni,MT23362,ECE,2021,202,DBMS,7,920,8
Advik Kulkarni,MT23363,CSAM,2022,OS,601,8,SEC,9
Pranav Kulkarni,PhD23364,CSD,2023,401,ML,9,111,10
Reyansh Kulkarni,MT23365,CSB,2020,DBMS,815,10,COA,6
Aaradhya Kulkarni,MT23366,CSE,2021,601,CV,6,333,7
Diya Kulkarni,PhD23367,ECE,2022,ML,1005,7,WEB,8
Saanvi Kulkarni,MT23368,CSAM,2023,815,TOC,8,555,9
Ananya Kulkarni,MT23369,CSD,2020,CV,222,9,CLOUD,10
Pari Kulkarni,PhD23370,CSB,2021,1005,ALGO,10,777,6
Navya Kulkarni,MT23371,CSE,2022,TOC,444,6,CYBER,7
Angel Kulkarni,MT23372,ECE,2023,222,MOBILE,7,999,8
Ira Kulkarni,PhD23373,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Kulkarni,MT23374,CSD,2021,444,IOT,9,101,10
Anaya Kulkarni,MT23375,CSB,2022,MOBILE,888,10,DSA,6
Ravi Kulkarni,PhD23376,CSE,2023,666,GAME,6,303,7
Priya Kulkarni,MT23377,ECE,2020,IOT,1111,7,CN,8
Amit Kulkarni,MT23378,CSAM,2021,888,OOPD,8,523,9
Sneha Kulkarni,PhD23379,CSD,2022,GAME,202,9,AI,10
Karan Kulkarni,MT23380,CSB,2023,1111,OS,10,702,6
Nisha Kulkarni,MT23381,CSE,2020,OOPD,401,6,NLP,7
Rahul Kulkarni,PhD23382,ECE,2021,202,DBMS,7,920,8
Divya Kulkarni,MT23383,CSAM,2022,OS,601,8,SEC,9
Meera Kulkarni,MT23384,CSD,2023,401,ML,9,111,10
Rohan Kulkarni,PhD23385,CSB,2020,DBMS,815,10,COA,6
Anjali Kulkarni,MT23386,CSE,2021,601,CV,6,333,7
Vikram Kulkarni,MT23387,ECE,2022,ML,1005,7,WEB,8
Pooja Kulkarni,PhD23388,CSAM,2023,815,TOC,8,555,9
Aryan Kulkarni,MT23389,CSD,2020,CV,222,9,CLOUD,10
Kavya Kulkarni,MT23390,CSB,2021,1005,ALGO,10,777,6
